상호명,도로명주소,전화번호,위도,경도
팔공티 이마트연수점,"인천광역시 연수구 경원대로 184, 이마트 지하1층 (동춘동)",,37.40421886,126.6811196
하삼동커피 송도타임스페이스점,"인천광역시 연수구 하모니로 158, 송도타임스페이스 1층 D-126호 (송도동)",,37.38419018,126.6421469
가시버시,"인천광역시 연수구 해송로30번길 20, 420동 지1층 105호 (송도동, 송도 웰카운티 4단지)",,37.38270243,126.6438175
메가엠지씨커피 송도역점,"인천광역시 연수구 비류대로 208, 1층 102호,103호 (옥련동)",,37.42741548,126.6576816
달리는 커피,"인천광역시 연수구 비류대로186번길 20, 1층 108호 (옥련동, 풍림아파트)",,37.42707163,126.6547153
카페붕붕,"인천광역시 연수구 랜드마크로 68, 301동 12호 (송도동, 랜드마크시티센트럴더샵)",,37.41563898,126.6212329
달리는커피(인천송도캠퍼스타운역점),"인천광역시 연수구 송도과학로27번길 55, 롯데캐슬 캠퍼스타운 301동 A-112호 (송도동, 롯데캐슬 캠퍼스타운)",,37.38803691,126.6642625
빽다방 지식정보단지역점,"인천광역시 연수구 인천타워대로54번길 9, 에몬스프라자 지상1층 111호 (송도동)",,37.37898729,126.6459726
어반스케치,"인천광역시 연수구 계림로 76, 놀부타운 1층 (청학동)",,37.42809962,126.6677358
컴포즈 송도파크자이DS점,"인천광역시 연수구 능허대로289번길 17, 원효빌딩 105,106호 (동춘동)",,37.41204369,126.6564006
달콤커피 인천스퀘어원점,"인천광역시 연수구 청능대로 210, 스퀘어원 5층 (동춘동)",,37.40599741,126.6836222
마을카페 엔,"인천광역시 연수구 선학로 19, 선학중학교 지상1층 일부호 (선학동)",,37.42101619,126.6981645
라스베이글(LASBAGEL) 스퀘어원점,"인천광역시 연수구 청능대로 210, 스퀘어원 2층 (동춘동)",,37.40599741,126.6836222
카페하이,"인천광역시 연수구 벚꽃로 162, 대동아파트내유치원 2층 일부호 (연수동)",,37.41482684,126.682671
카페달그리 CAFE DALGRY,"인천광역시 연수구 하모니로188번길 17, 송도SK뷰센트럴 근린생활시설동 127호 (송도동, 송도SK뷰센트럴)",,37.38167194,126.6399346
단백한 순간,"인천광역시 연수구 새말로107번길 16, 영남스포츠센터 지상1층 일부호 (연수동)",,37.41937815,126.6816831
컴포즈커피 송도학원가점,"인천광역시 연수구 신송로 154, 더 제니스 111호 (송도동)",,37.39777909,126.6497661
공차 트리플스트리트점,"인천광역시 연수구 송도과학로16번길 33-2, B동 지상1층 132호 (송도동, 송도트리플스트리트점)",,37.38044505,126.6602318
모도리마카롱,"인천광역시 연수구 청량로239번길 3, 지상1층 일부호 (옥련동)",,37.42781579,126.6532805
투썸플레이스 송도타임스페이스점,"인천광역시 연수구 하모니로 158, 송도타임스페이스 D-117,118,210,211호 (송도동)",,37.38419018,126.6421469
오슬로우 송도닥터플러스몰,"인천광역시 연수구 컨벤시아대로230번길 54, 닥터플러스몰 지상1층 A147,A148호 (송도동)",,37.38874008,126.6343345
빽다방 송도캐슬파크점,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 102동 151호 (송도동)",,37.38459942,126.6423987
할리스커피 송도학원가점,"인천광역시 연수구 신송로 168, 이든프라자 106,203호 (송도동)",,37.3986734,126.6486623
시아(Sia) 북카페,"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 202동 2층 218호 (송도동)",,37.39935875,126.6368956
포스트커피,"인천광역시 연수구 함박뫼로 226, 인천우체국 지상1층 일부호 (연수동)",,37.41932556,126.6908036
카페하루,"인천광역시 연수구 함박로4번길 4, 1층 일부호 (연수동)",,37.4248115,126.6788211
폴바셋 송도트리플스트리트점,"인천광역시 연수구 송도과학로16번길 33-3, 송도 트리플스트리트 C동 112,211a호 (송도동)",,37.37981773,126.6612504
투썸플레이스 송도랜드마크시티점,"인천광역시 연수구 랜드마크로 68, 301동 1층 76호,77호,78호 (송도동, 랜드마크시티센트럴더샵)",,37.41563898,126.6212329
턴오프 송도,"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 지상1층 150호 (송도동)",,37.38246176,126.6606641
달리는커피 송도랜드마크점,"인천광역시 연수구 랜드마크로 68, 301동 1층 33호 (송도동, 랜드마크시티센트럴더샵)",,37.41563898,126.6212329
갓구움,"인천광역시 연수구 함박뫼로 18, 1층 일부호 (청학동)",,37.41893523,126.6716661
요거트월드,"인천광역시 연수구 먼우금로 217, 연수푸르지오4단지 지상1층 D-111호 (청학동, 연수푸르지오4단지)",,37.41688814,126.6769417
커피쿡 송도타임스페이스점,"인천광역시 연수구 하모니로 158, 송도타임스페이스 D-121,122호 (송도동)",,37.38419018,126.6421469
영카페,"인천광역시 연수구 동곡재로 92, 1,2층 (동춘동)",,37.41417546,126.6692658
할리스커피 인천대입구역점,"인천광역시 연수구 인천타워대로132번길 34, 라이크홈메디컬센터 1동 104,105호 (송도동)",,37.38636286,126.6439442
모리셔스 브라운 송도한라웨스턴파크점,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 122호 (송도동)",,37.40580028,126.6286013
컴포즈커피 송도더테라스점,"인천광역시 연수구 센트럴로 415, 힐스테이트 송도 더테라스 판매시설동 153호 (송도동)",,37.41050721,126.627633
스타벅스 송도컨벤시아대로DT점,"인천광역시 연수구 벤처로 10, J.SQUARE C동 1,2층 (송도동)",,37.38248421,126.6368613
투썸플레이스 송도캠퍼스타운점,"인천광역시 연수구 송도과학로27번길 55, 301동 지상2층 B-209,210호 (송도동, 롯데캐슬 캠퍼스타운)",,37.38803691,126.6642625
Life of cookie(라이프 오브 쿠키),"인천광역시 연수구 테크노파크로111번길 11, 시카고타워 202일부(9)호 (송도동)",,37.38518615,126.6440084
"YOGURTMAN(요거트맨, 송도점)","인천광역시 연수구 인천타워대로132번길 9, 롯데몰 송도 캐슬파크 1층 124호 (송도동)",,37.38467593,126.6411413
커피랑도서관 롯데마트 인천연수점,"인천광역시 연수구 청능대로 87, 롯데마트 연수점 지상1층 일부호 (청학동)",,37.41512266,126.6751699
더벤티 캐슬파크점,"인천광역시 연수구 인천타워대로132번길 9, 롯데몰 송도 캐슬파크 140호 (송도동)",,37.38467593,126.6411413
더초록,"인천광역시 연수구 아트센터대로 107, 커낼워크D3 AUTUMN 302동 지상2층 227(일부)호 (송도동)",,37.40073438,126.6388961
커피사피엔스 스마트밸리점,"인천광역시 연수구 송도미래로 30, 송도 BRC 스마트밸리 지식산업센터 F동 지상2층 201일부호 (송도동)",,37.36728943,126.6490966
리리 플라워카페,"인천광역시 연수구 청능대로 210, 스퀘어원 3층 (동춘동)",,37.40599741,126.6836222
커피인류 송도점,"인천광역시 연수구 컨벤시아대로230번길 54, 닥터플러스몰 지상1층 A125호 (송도동)",,37.38874008,126.6343345
바다쏭 카페앤베이커리 모던관 인천연수점,"인천광역시 연수구 능허대로 16, 주2동 1, 2층 (옥련동)",,37.42942701,126.6361601
쥬씨 송도더테라스점,"인천광역시 연수구 센트럴로 415, 힐스테이트 송도 더테라스 판매시설동 149호 (송도동)",,37.41050721,126.627633
Rolling Can Cafe(롤링캔카페),"인천광역시 연수구 해돋이로 160-6, 꿈에 계단 104호 (송도동)",,37.39487047,126.6463968
gad(가드),"인천광역시 연수구 인천타워대로 257, 아트포레 B동 1층 B-104호 (송도동)",,37.39351506,126.6321878
송도붕어빵,"인천광역시 연수구 인천타워대로 323, 송도 센트로드 상가동 지상1층 디110호 (송도동)",,37.39952409,126.6295726
하삼동커피 인천송도학원가점,"인천광역시 연수구 신송로 153, 더 마란츠타워 110호 (송도동)",,37.39716984,126.64915
커피베이 송도GTX센트럴점,"인천광역시 연수구 하모니로178번길 22, 124호 (송도동)",,37.383072,126.6408363
린치핀 엑시스 LINCHPIN AXIS,"인천광역시 연수구 인천타워대로 257, 아트포레 D동 D-114호 (송도동)",,37.39351506,126.6321878
문스커피,"인천광역시 연수구 학나래로6번길 14, 경희빌딩 지상1층 일부호 (선학동)",,37.42359775,126.6973786
컴포즈커피 송도캠퍼스타운점,"인천광역시 연수구 송도과학로27번길 55, 301동 B-116호 (송도동, 롯데캐슬 캠퍼스타운)",,37.38803691,126.6642625
스프링커피,"인천광역시 연수구 한나루로158번길 5, 3층 일부호 (옥련동)",,37.42360285,126.6551672
디저트39,"인천광역시 연수구 독배로 49, 럭키빌딩 1층 일부호 (옥련동)",,37.42508776,126.6443184
커피101스트릿 테크노파크점,"인천광역시 연수구 송도과학로 56, 송도테크노파크 BT센터 지상1층 107,108호 (송도동)",,37.3811087,126.6640824
빽다방 송도더테라스점,"인천광역시 연수구 센트럴로 415, 힐스테이트 송도 더테라스 판매시설동 1층 147호 (송도동)",,37.41050721,126.627633
쥬씨프레소 송도점,"인천광역시 연수구 신송로 157-9, 지상층 103호 (송도동)",,37.39696112,126.6487032
Nuageblanc(뉴아주블랑),"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 2층 223호 (송도동)",,37.38246176,126.6606641
델라트(DELART),"인천광역시 연수구 컨벤시아대로 70, 302동 지상1층 121(일부)호 (송도동, 인천송도힐스테이트)",,37.39660246,126.6495914
카페그랑 코텍연수점,"인천광역시 연수구 벤처로24번길 26, 코텍신사옥  1층 직원식당 일부호 (송도동)",,37.38024625,126.636013
더벤티 송도푸르지오시티점,"인천광역시 연수구 아트센터대로 203, 송도 센트럴파크 푸르지오시티 151일부호 (송도동)",,37.39520389,126.6312871
공차 인천동춘점,"인천광역시 연수구 앵고개로264번길 30-3, 영창빌딩 1층 일부호 (동춘동)",,37.40669546,126.6714993
카페요이,"인천광역시 연수구 하모니로 144, 판매시설동 지상1층 B102(일부)호 (송도동, 송도 지웰 푸르지오시티)",,37.38445028,126.6435842
더맛나,"인천광역시 연수구 컨벤시아대로 126, 159호 (송도동, 푸르지오월드마크)",,37.39247736,126.6456466
로블랜드 전망대카페,"인천광역시 연수구 청량로 138, 인천상륙작전기념관 지상2층 (옥련동)",,37.41993911,126.6539433
환히,"인천광역시 연수구 컨벤시아대로 60, 지상1층 134호 (송도동, 푸르지오월드마크)",,37.39758636,126.6506664
가비안,"인천광역시 연수구 학나래로5번길 2, 지상2층 (선학동)",,37.42377822,126.69648
하이즈커피 송도SK뷰센트럴점,"인천광역시 연수구 하모니로188번길 17, 근린생활시설동 지상1층 167호 (송도동, 송도SK뷰센트럴)",,37.38167194,126.6399346
메가엠지씨커피 연수구청점,"인천광역시 연수구 원인재로 124, 상가동 지상1층 117,118호 (동춘동, 한양1차아파트)",,37.40749232,126.6808219
오느레 커피(oneure coffee),"인천광역시 연수구 컨벤시아대로 60, 푸르지오월드마크 2단지 131호 (송도동, 푸르지오월드마크)",,37.39758636,126.6506664
차미미,"인천광역시 연수구 테크노파크로111번길 15, 일셋빌딩 지상3층 일부호 (송도동)",,37.38497577,126.6438341
스타벅스 인천옥련DT점,"인천광역시 연수구 능허대로 137, 주건축물 제1동 지상1,2층 (옥련동)",,37.4213577,126.6451542
